disaster_type,latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
Drought,-19.2944,-167.0136,36.0,6.4,22.5,14.9,1013.1,13.5,0.7,131.8,11
No Disaster,45.4955,-4.4825,19.4,9.4,54.6,9.9,1019.6,37.3,0.3,373.6,9
Drought,-71.0287,-0.4167,30.9,0.9,20.8,17.6,1004.8,17.4,1.1,150.3,11
Landslide,45.7713,84.1046,12.2,237.3,76.5,8.8,982.9,99.3,5.0,2560.1,9
Tsunami,78.5736,-123.3409,20.7,8.0,85.5,2.1,1011.5,23.1,7.1,44.6,7
No Disaster,17.7453,-118.0817,14.2,1.0,49.4,13.7,999.8,40.2,1.3,945.7,1
No Disaster,-15.748,-143.8882,14.8,17.8,53.0,4.6,1018.6,48.7,0.3,572.3,7
Blizzard,67.8272,19.7966,-22.7,1.4,78.8,50.9,1009.0,65.6,1.0,677.8,10
Tsunami,87.0081,113.7813,29.5,6.4,72.9,2.0,994.1,34.2,9.4,33.4,1
Wildfire,-78.5065,81.5008,42.5,3.0,6.3,37.4,999.2,28.4,1.2,570.6,5
Tsunami,19.6275,-44.9378,22.4,0.4,86.2,2.7,1016.3,50.0,8.6,41.4,9
Earthquake,-25.6888,-130.0296,21.4,27.7,37.6,12.0,1005.4,62.2,7.7,1867.4,8
No Disaster,-61.321,-107.8432,15.9,9.8,52.9,11.3,1008.5,50.9,0.9,343.1,3
Landslide,-38.7635,-24.3359,17.9,298.0,94.6,11.8,1000.4,95.0,5.4,1508.5,10
Flood,17.0831,138.8781,26.9,375.2,99.5,23.2,1005.3,92.7,2.3,98.8,11
No Disaster,-7.0388,127.3986,22.5,6.7,31.4,10.2,1004.2,32.6,1.6,283.6,4
Heatwave,29.3141,-55.7532,43.5,0.4,15.1,8.7,1018.7,17.1,0.7,592.2,7
Earthquake,15.3668,-128.1166,25.6,20.8,40.3,1.5,1024.9,68.2,6.0,665.6,3
Earthquake,-36.5758,156.4087,24.4,47.8,72.5,15.1,1014.4,64.6,8.2,377.4,1
No Disaster,-1.5239,-169.1382,20.4,1.7,44.1,17.9,1007.9,36.0,1.6,300.4,3
Landslide,-3.6729,179.882,23.0,383.3,88.7,25.8,984.4,70.8,5.7,1436.9,7
No Disaster,-10.9416,118.466,11.8,2.1,54.1,9.8,1000.8,43.8,0.8,781.9,7
No Disaster,-12.0315,-122.8123,14.6,2.2,42.8,12.9,1009.8,53.9,1.6,597.7,2
Flood,-64.6929,104.1408,18.4,370.7,82.8,19.1,1003.6,89.2,1.6,37.3,10
Wildfire,-52.2645,138.8202,41.2,7.5,13.6,47.7,999.6,22.6,1.6,335.6,1
No Disaster,46.9169,-59.7476,14.9,13.3,58.0,8.8,1000.6,56.8,1.4,388.3,6
Volcanic Eruption,13.103,133.4259,5.4,36.9,30.2,11.4,990.1,51.0,4.8,3656.5,12
Heatwave,-13.6034,-160.2268,47.0,1.9,18.2,4.1,1012.7,4.7,0.2,251.1,10
Hurricane,71.2294,138.6434,31.2,159.3,95.1,109.3,935.3,63.0,0.9,35.4,4
No Disaster,-69.8167,129.3895,15.4,4.4,44.6,0.7,1008.0,37.5,1.2,614.1,2
No Disaster,-16.777,163.5476,22.1,2.5,46.4,18.6,991.0,31.3,1.4,575.5,8
No Disaster,89.283,28.8343,17.4,9.0,51.0,9.2,1009.8,44.7,1.2,805.2,8
No Disaster,-89.7428,-153.7533,15.4,3.8,38.0,14.0,1018.8,36.2,0.9,991.5,5
Flood,84.0166,82.7795,22.9,240.3,82.9,34.7,988.5,83.1,2.5,17.4,6
No Disaster,53.2074,-171.0281,19.6,6.7,51.7,2.4,999.9,30.5,0.5,483.3,12
Drought,33.6071,-31.4769,34.2,6.2,23.5,10.1,1007.5,12.8,1.4,106.9,2
Flood,-51.3846,70.5889,24.2,263.0,77.2,29.6,1004.2,90.5,1.5,93.8,7
No Disaster,7.5449,113.8338,14.4,5.3,59.1,19.0,1016.4,36.4,1.2,535.1,8
No Disaster,-1.55,153.257,23.6,17.4,36.7,14.6,1001.5,57.9,0.4,141.3,8
Volcanic Eruption,39.0434,115.7118,8.2,44.2,60.7,26.1,990.8,70.6,6.1,1398.5,1
Wildfire,-59.2066,-149.501,35.6,0.3,17.6,46.4,996.1,27.5,0.3,686.4,8
No Disaster,-4.2948,-49.9284,23.7,13.2,40.8,7.2,1005.1,31.0,1.9,223.3,3
Wildfire,-47.4384,-137.87,42.3,4.9,11.8,48.9,993.0,20.1,0.8,513.2,6
Drought,-69.3888,-14.0134,33.5,9.5,14.0,16.4,1023.7,7.9,0.5,81.2,5
Hurricane,19.8573,128.6985,33.1,278.4,79.4,197.5,977.8,81.3,0.0,88.2,8
Flood,78.2189,115.4195,15.7,235.3,96.5,10.8,1003.8,94.0,1.0,35.5,12
Hurricane,18.655,111.9045,33.9,265.0,79.5,155.9,969.2,82.9,1.3,71.4,11
Earthquake,28.0439,159.5386,10.2,13.5,62.2,17.4,996.7,32.8,5.5,430.4,3
Hurricane,-3.016,17.4761,33.4,247.3,93.3,218.7,954.2,89.0,1.3,63.3,12
Drought,45.8801,-9.3985,37.2,6.5,6.1,6.6,1008.2,8.3,0.6,338.4,5
Flood,-23.01,131.734,25.5,236.6,80.4,10.6,1006.8,89.9,1.1,76.0,12
Drought,-71.1507,-153.4774,30.5,2.6,28.0,12.8,1019.1,3.8,0.1,277.1,6
No Disaster,-56.9169,76.9141,23.6,2.4,49.1,4.0,1003.2,33.8,1.4,401.4,1
Hurricane,48.9136,-74.0501,30.0,152.9,90.2,180.1,967.8,79.2,1.3,5.7,2
No Disaster,-41.3052,131.0312,15.4,3.8,45.9,16.2,1000.6,55.4,0.7,735.6,12
Volcanic Eruption,-78.8039,85.5273,12.4,19.6,54.4,39.5,962.0,52.0,7.2,3102.9,2
No Disaster,-35.0485,-61.9085,20.5,5.4,38.6,11.4,995.8,40.9,0.1,952.5,8
Volcanic Eruption,5.3902,-97.8436,8.9,34.7,77.9,7.3,958.1,55.5,6.0,3418.8,1
No Disaster,52.0245,103.9777,22.4,3.8,58.9,5.5,1013.3,34.9,1.8,427.8,2
Earthquake,-66.2378,41.3532,22.2,0.0,45.7,14.2,996.5,64.0,8.1,13.8,9
No Disaster,70.1153,138.7881,20.8,17.1,57.7,11.5,1019.2,58.7,0.2,522.8,12
Hurricane,88.6312,85.3217,27.7,246.1,85.9,229.0,946.4,57.5,0.1,98.4,7
Volcanic Eruption,68.5443,111.9565,9.1,10.0,47.5,7.6,963.1,50.7,4.1,2714.0,9
Drought,-47.2688,-131.6794,36.8,6.0,29.3,10.1,1000.7,14.7,0.4,242.1,7
Hurricane,83.9728,-113.2406,25.7,189.7,85.3,145.9,971.7,69.7,0.5,95.0,12
Landslide,3.6468,-9.333,17.7,335.5,87.3,13.7,973.7,99.2,3.0,2738.3,1
No Disaster,66.8456,-170.7729,14.8,17.6,37.1,2.7,1007.3,39.2,0.9,820.0,7
Flood,2.8602,-79.8542,26.9,421.9,77.0,19.6,1003.7,74.3,1.0,36.4,10
Drought,-3.5775,-28.1159,31.7,3.4,18.4,18.0,1007.2,9.5,1.1,211.1,9
No Disaster,-40.432,176.4168,16.0,15.8,36.3,4.9,1007.1,30.1,0.0,142.2,2
Heatwave,-54.6893,85.1564,40.9,1.4,22.2,14.3,1010.8,1.2,0.9,631.7,2
No Disaster,86.3566,-82.5214,14.1,9.7,36.9,19.9,991.3,43.5,1.1,467.0,12
Earthquake,52.1028,164.5195,15.3,42.6,55.2,7.9,1018.8,64.8,6.6,1588.9,11
Heatwave,-14.8207,-154.8773,42.9,1.9,19.7,11.3,1012.0,11.6,0.4,587.3,8
No Disaster,-39.2542,143.4862,12.5,12.6,39.5,1.6,996.7,56.1,1.8,419.8,5
Tsunami,79.2036,167.931,23.0,7.8,63.1,18.1,1007.6,50.5,9.2,45.5,6
No Disaster,74.9288,-154.2349,21.5,12.5,31.4,0.0,1005.1,33.5,1.7,480.8,11
Hurricane,58.7804,-126.6971,34.1,195.2,78.8,228.7,942.0,83.7,0.6,93.4,8
Heatwave,-77.4478,20.4856,49.5,1.6,18.6,12.8,1020.1,1.1,0.4,341.7,4
Earthquake,17.934,171.3224,13.4,16.5,55.2,3.4,1014.9,46.1,9.3,1259.7,5
Flood,-64.9362,60.0901,27.1,271.4,99.4,14.2,989.5,79.6,2.0,37.7,2
Landslide,-37.162,-129.0178,11.9,219.2,92.9,29.1,993.2,80.2,5.3,1134.2,3
Tsunami,-3.3409,-146.3834,20.1,3.8,82.1,9.3,1003.4,21.0,8.8,10.1,9
No Disaster,-52.0772,-58.5738,17.7,12.0,43.0,15.2,1007.5,50.0,1.7,865.7,12
No Disaster,-34.8656,-31.6159,12.4,0.2,52.7,17.0,996.9,30.1,1.8,134.0,11
No Disaster,-64.1671,-82.5426,24.8,2.2,42.2,13.5,992.8,33.3,0.3,645.0,7
Flood,-68.8155,130.9079,25.9,302.5,80.5,35.3,1007.8,84.1,1.0,5.3,2
Blizzard,41.3777,-33.4567,-29.8,2.9,73.8,77.9,1003.1,81.7,0.2,843.1,2
Blizzard,47.1034,-121.4004,-12.2,7.0,74.7,58.0,1006.7,67.4,0.9,1494.4,7
No Disaster,-27.3167,-157.5031,14.5,16.8,41.0,3.9,1017.1,49.2,2.0,300.3,3
Wildfire,61.453,137.1883,42.1,8.9,11.8,42.1,994.9,1.6,0.3,527.4,1
Hurricane,-8.4575,-21.8636,28.9,200.7,79.2,154.9,978.5,85.3,1.2,19.3,1
No Disaster,-17.975,148.038,10.8,16.4,46.6,12.2,1019.6,47.5,1.6,153.5,4
Hurricane,46.9931,168.5196,34.4,182.1,86.6,236.7,962.0,68.5,0.2,35.2,12
No Disaster,9.0412,42.3694,13.5,19.5,52.1,14.4,1016.2,30.8,1.2,817.8,4
Drought,83.1135,104.7676,34.8,9.0,21.7,8.2,1001.1,7.3,1.2,309.1,4
No Disaster,44.2738,52.3867,21.7,17.7,37.9,6.3,1005.8,57.9,1.7,468.4,5
Wildfire,38.2158,8.1648,36.5,3.5,5.7,43.5,1000.1,22.2,0.9,259.3,4
Earthquake,71.6104,125.4543,24.1,12.1,56.9,3.7,994.6,55.3,8.0,313.2,8
No Disaster,60.4319,23.1252,15.6,14.8,33.4,5.7,1011.8,36.2,1.2,447.7,7
Drought,69.9089,-23.2101,39.0,2.5,13.7,6.0,1012.1,6.9,0.5,445.0,9
Flood,8.2898,-77.4861,18.0,283.7,83.2,34.3,1004.9,66.5,1.4,41.6,8
Earthquake,77.2534,37.8324,17.7,49.3,21.6,16.6,999.7,62.7,6.1,693.6,2
Landslide,-31.5825,61.156,22.7,367.7,70.6,24.5,1008.4,87.9,3.9,1222.0,10
Heatwave,-1.7127,131.4287,48.0,1.0,20.7,11.5,1018.7,4.4,0.3,131.3,6
No Disaster,40.7002,-21.2877,21.7,1.5,51.5,8.5,990.9,46.4,1.4,528.2,2
No Disaster,22.2884,-23.1062,18.0,19.8,39.9,4.3,1003.5,45.7,0.2,806.0,3
Earthquake,-43.1145,-152.5267,11.4,30.5,77.2,13.9,1015.6,43.2,7.8,633.2,9
Flood,87.3406,18.0744,16.8,308.4,71.1,35.5,980.5,83.7,0.3,0.8,4
No Disaster,9.3334,-152.9684,19.2,13.4,59.1,18.0,1007.0,53.8,0.7,585.7,6
Blizzard,-29.3325,81.9502,-21.1,3.8,74.7,72.2,986.0,75.3,1.3,129.1,6
Earthquake,10.6427,-164.4494,27.2,23.5,49.1,6.5,997.4,44.5,9.2,188.5,7
Flood,-43.9147,88.2309,21.7,427.9,77.0,22.6,989.5,70.0,0.8,32.3,8
Flood,5.9933,87.8937,29.0,473.8,82.0,31.1,1000.9,76.5,0.2,38.2,11
Blizzard,-27.991,89.3838,-23.6,4.0,78.8,30.0,982.4,72.7,0.8,1340.1,2
Flood,-5.1021,36.08,28.4,301.9,84.9,23.5,991.9,92.8,0.6,50.0,8
Flood,-52.6038,-166.6807,21.4,329.9,77.1,32.9,991.6,86.8,1.6,60.5,2
Wildfire,78.0916,-94.0252,39.2,3.9,14.5,36.1,1017.9,16.9,1.7,301.7,3
Earthquake,-54.4116,-49.4803,16.4,16.9,75.1,8.8,999.4,41.8,8.7,1078.2,11
Wildfire,76.8265,154.8028,46.3,5.2,6.7,45.4,1014.5,25.6,1.2,1001.9,7
Drought,30.8268,-179.9623,41.5,9.0,6.3,16.8,1010.2,1.6,1.0,306.2,10
Hurricane,89.0504,48.169,25.3,187.4,78.7,100.2,955.7,65.2,1.2,21.6,1
No Disaster,-66.8309,-80.7613,13.5,10.4,37.8,10.9,998.6,30.0,0.7,606.9,8
Wildfire,-84.8944,-87.0073,49.8,2.6,16.7,35.5,993.7,19.3,1.9,1352.9,9
Heatwave,24.9295,103.7958,44.8,1.2,8.6,7.3,1012.2,9.3,0.1,461.0,7
No Disaster,-41.2248,-0.5153,21.4,11.4,41.5,13.3,1010.0,37.4,0.2,803.2,7
Blizzard,-38.0516,-5.6546,-29.3,0.8,69.1,68.4,1003.1,95.7,1.4,811.9,9
Earthquake,-54.6033,-68.7833,26.6,28.8,26.5,11.7,1012.2,65.4,8.9,125.8,10
Flood,-59.4612,-40.096,23.3,451.1,94.6,35.7,997.3,82.4,2.3,28.9,2
Wildfire,25.1583,132.5068,49.6,3.6,17.3,52.5,994.3,18.9,0.3,780.6,11
Blizzard,-53.7577,-135.1808,-26.7,6.5,60.5,59.6,1007.4,72.1,1.1,414.2,2
Drought,-48.2281,-4.1886,44.7,9.1,21.5,12.4,1017.5,9.2,0.2,398.0,11
Hurricane,-16.6308,59.6615,25.3,179.6,89.3,141.1,977.2,83.5,1.3,99.9,1
Blizzard,-7.6087,75.5293,-0.2,2.5,82.3,70.6,980.6,68.1,0.8,1149.3,2
Flood,9.3477,-88.1771,19.0,288.1,91.0,27.9,1004.7,82.9,0.8,96.3,3
Flood,-3.3937,26.7579,16.9,450.8,82.7,31.6,992.9,60.0,1.0,14.8,6
No Disaster,-37.7263,23.0128,24.7,13.4,58.8,14.6,992.3,56.7,0.4,864.8,1
Volcanic Eruption,-56.5143,134.2413,21.7,20.9,63.3,19.9,956.0,72.9,5.1,3120.5,5
No Disaster,18.4927,123.0087,18.5,2.6,39.2,13.4,1009.4,45.6,0.5,270.6,12
Tsunami,6.1207,-92.2817,27.3,24.9,87.2,10.3,1002.4,61.5,8.9,43.4,5
Landslide,37.854,73.549,11.7,398.3,71.0,10.9,989.1,94.1,2.1,2114.0,1
No Disaster,-62.9167,-5.8235,11.7,2.5,37.7,0.0,998.3,48.6,1.2,969.5,4
Hurricane,65.8028,-39.1717,28.9,202.3,78.1,171.8,969.4,85.0,1.9,78.5,11
Hurricane,2.7705,-56.3819,26.4,150.0,84.7,144.2,932.3,84.1,0.8,77.5,6
Heatwave,-77.8472,-38.0653,48.9,0.0,22.9,9.9,1024.9,18.3,0.9,30.0,5
No Disaster,8.7238,-75.7352,22.2,6.9,49.8,19.0,1008.2,37.3,1.7,12.5,11
No Disaster,81.8719,178.0177,17.6,1.0,30.8,17.1,1005.0,41.0,0.6,281.8,11
Flood,18.4204,53.4207,19.5,484.2,77.9,31.4,982.4,86.6,1.1,56.9,11
No Disaster,-63.5636,109.9517,23.9,8.8,41.7,12.0,1012.2,49.4,0.0,785.9,3
Flood,1.845,105.3389,26.3,376.1,85.0,37.9,997.1,79.3,2.2,7.1,4
Drought,-69.4989,78.67,33.9,4.2,15.5,23.6,1000.3,7.3,1.3,455.3,11
No Disaster,14.8939,-26.5524,10.1,5.9,56.0,8.6,1002.6,44.7,0.6,491.6,10
Tsunami,45.8616,-114.7598,27.0,26.6,75.9,9.7,1013.9,27.3,7.9,42.7,11
No Disaster,-35.9911,80.2175,24.1,14.2,40.7,12.0,1016.7,38.1,0.2,130.8,2
Flood,41.7845,56.6128,21.8,418.8,89.0,28.8,986.1,72.5,0.9,80.8,9
Heatwave,-81.6596,-26.0195,49.5,0.9,11.0,14.2,1017.6,5.7,0.8,178.9,4
Wildfire,85.7998,-105.5583,38.6,3.4,12.0,44.9,1000.6,3.1,1.5,1233.0,3
Wildfire,71.1476,-63.0336,49.5,1.7,18.9,50.1,1001.7,6.2,0.8,477.9,8
Tsunami,20.5327,-107.9006,21.4,15.9,80.8,9.3,992.1,66.3,8.7,31.1,9
No Disaster,-50.2624,-136.0959,16.9,7.0,40.7,3.1,1009.8,48.2,2.0,167.6,11
Tsunami,-80.5799,-110.6683,26.8,27.7,72.9,0.8,1009.3,29.7,8.4,19.2,11
Landslide,-26.8485,-70.8985,17.7,219.3,78.2,29.0,981.8,88.2,2.1,1308.7,9
Hurricane,6.2058,-3.0216,28.3,255.0,90.6,190.1,946.8,63.1,1.7,54.4,9
Heatwave,-3.1762,45.2677,44.0,0.1,17.2,9.1,1017.6,13.9,0.2,542.8,8
Drought,-30.4761,164.7214,41.3,4.5,27.6,19.3,1010.8,19.5,0.4,128.3,5
Flood,5.8796,-68.8437,15.7,412.3,99.0,26.0,989.9,97.5,0.9,91.5,1
Wildfire,-17.1002,165.6688,42.0,1.6,6.3,46.6,994.4,28.1,1.1,722.2,4
Hurricane,54.6776,-34.0996,29.9,154.2,85.0,125.1,943.8,60.1,0.1,46.0,11
No Disaster,-25.1404,24.233,16.5,3.0,53.4,9.9,995.7,56.8,1.7,558.8,11
No Disaster,76.8906,142.9221,12.0,5.9,42.3,16.6,1016.1,52.5,0.9,161.9,9
Wildfire,-44.8067,-74.8725,39.7,9.4,17.5,38.3,1006.9,1.7,1.3,626.6,10
Flood,-46.6293,41.3209,18.6,253.9,88.7,18.1,1001.4,80.6,1.7,89.2,4
Tsunami,-77.987,-36.0299,27.2,26.6,61.0,15.9,992.3,49.0,7.9,0.9,3
Earthquake,2.2275,104.5446,29.4,17.9,21.2,12.3,1014.9,45.9,6.2,612.0,11
Volcanic Eruption,-88.5638,178.8396,6.3,26.9,61.8,22.0,971.1,74.2,6.2,1902.1,2
Volcanic Eruption,37.1,-101.637,19.5,34.8,65.2,36.6,999.8,54.1,8.0,3087.6,6
No Disaster,-52.3678,-167.5983,22.5,11.9,36.5,19.4,1012.1,51.2,0.5,313.4,3
Drought,16.8393,53.0221,43.2,1.6,7.9,16.3,1012.5,8.1,1.4,279.2,11
Drought,18.6433,-26.3932,31.5,8.1,9.8,14.2,1017.6,18.6,0.1,196.6,12
No Disaster,-62.1692,-40.6735,11.5,9.9,58.4,6.8,991.5,48.3,1.3,479.6,3
Wildfire,-37.9253,20.6114,44.1,2.1,9.5,15.4,990.2,7.2,1.0,1127.7,9
Flood,74.2268,87.0514,25.7,343.3,95.7,25.3,980.9,83.4,1.0,52.1,10
Flood,80.1236,139.725,25.7,298.0,78.4,24.3,990.6,96.0,0.3,72.4,4
No Disaster,49.842,174.5498,17.0,8.7,38.3,13.3,1004.1,35.0,1.0,376.4,9
Hurricane,48.8856,72.4491,28.3,170.9,96.6,151.4,959.6,73.6,1.9,17.2,2
No Disaster,60.4962,-67.719,24.4,6.0,43.3,15.1,999.3,39.7,0.8,468.4,2
Hurricane,-68.3826,35.3937,26.0,261.8,76.6,213.7,974.2,61.9,1.6,41.8,3
No Disaster,71.8713,140.7123,19.5,10.6,36.5,2.4,1008.2,54.7,1.4,180.8,12
No Disaster,85.0021,-146.9451,20.8,9.9,52.8,5.2,1001.9,45.8,0.2,851.8,11
Wildfire,5.5029,80.7532,40.6,1.1,14.8,43.4,997.8,1.1,1.3,1114.5,8
Flood,29.1025,-43.2693,19.4,345.8,96.9,30.2,998.3,88.8,1.8,29.5,8
Earthquake,54.759,-31.1964,15.3,8.4,74.5,8.5,1020.3,36.4,8.6,220.0,8
Drought,89.1089,-153.5266,36.9,8.8,25.5,14.4,1015.3,12.6,0.2,142.5,11
Hurricane,-79.2028,-87.2621,27.3,163.9,86.1,143.2,976.3,66.2,1.8,30.7,6
No Disaster,-8.1874,-168.351,17.3,4.5,39.2,13.7,1005.9,56.7,1.9,691.0,3
No Disaster,-48.4743,67.8787,14.8,4.4,37.1,13.4,1013.0,47.5,0.1,38.0,4
Flood,-51.4064,-42.3161,19.0,442.6,70.1,20.2,1009.1,87.2,1.9,86.0,12
No Disaster,28.912,-142.5802,22.7,13.6,43.6,13.8,995.2,46.5,1.2,927.7,5
No Disaster,-9.7507,-35.3648,23.9,9.9,44.3,5.1,991.4,39.0,0.1,826.8,12
Hurricane,-66.3357,-99.5063,30.0,197.9,80.3,159.0,965.1,54.8,1.0,27.5,4
No Disaster,-14.4165,14.2888,17.9,7.6,45.9,1.9,1009.7,44.9,1.6,693.4,10
Flood,1.1642,15.1316,25.0,312.1,89.9,25.4,981.1,94.1,2.4,2.6,10
No Disaster,-20.5536,30.8274,17.5,11.0,44.9,17.1,1010.5,42.4,1.4,965.0,3
Hurricane,-4.9607,-92.8415,30.5,276.0,84.6,200.3,932.1,87.5,1.9,38.6,10
Wildfire,-61.0951,-109.3692,44.0,6.3,10.1,28.7,1005.2,28.2,0.3,917.0,6
No Disaster,58.0742,17.9422,23.0,2.5,58.9,18.4,1008.0,31.8,0.9,179.3,8
No Disaster,43.8968,118.9465,15.1,18.8,37.2,1.6,1017.8,46.2,0.7,898.1,3
Hurricane,-78.0997,-67.6675,30.7,287.8,85.0,175.7,967.5,82.1,1.8,49.7,6
Earthquake,35.7956,74.9994,23.3,12.6,46.8,15.3,1021.0,50.0,9.4,349.4,6
Drought,10.6891,34.3737,38.1,0.4,22.0,12.2,1023.4,3.7,0.5,252.4,10
No Disaster,-17.3008,156.9036,24.6,18.9,49.3,4.9,1008.1,47.7,1.8,311.7,4
Drought,-40.6975,19.3356,33.7,5.9,15.8,5.8,1018.3,5.5,1.4,140.3,11
Wildfire,-43.7885,150.4868,41.6,4.6,19.5,53.4,1014.2,5.5,1.7,791.9,8
No Disaster,24.5383,-109.4888,23.7,10.3,48.7,0.8,1006.8,41.0,1.8,885.6,7
No Disaster,50.2323,88.876,10.5,7.8,39.7,19.5,1013.2,51.2,0.9,891.0,7
Wildfire,34.9177,8.1754,49.4,3.6,15.8,51.8,997.6,22.6,0.8,367.3,3
Flood,-9.5702,143.2063,16.8,281.5,72.1,25.3,982.7,91.8,0.1,47.5,3
Heatwave,58.3549,30.8251,49.0,0.4,16.9,9.8,1020.9,19.8,0.5,295.5,12
No Disaster,40.6046,40.1813,11.3,18.6,34.3,9.0,1010.4,44.8,1.8,835.3,12
Landslide,-46.2321,25.9779,13.4,329.6,90.4,12.6,971.2,70.7,4.1,2678.4,9
Earthquake,-11.5829,137.5628,13.9,18.0,53.9,5.8,1024.9,48.1,5.7,352.2,11
Flood,-28.2068,-38.118,23.5,367.2,80.8,28.1,998.5,81.1,1.1,7.8,9
Flood,14.0772,-11.2422,17.1,422.4,86.0,22.0,996.8,69.6,1.1,62.2,2
Drought,8.247,16.8644,42.8,8.7,18.4,6.3,1004.0,19.0,0.2,417.7,4
No Disaster,-69.4778,151.0213,23.9,12.3,41.7,12.1,1008.8,48.7,1.5,67.1,4
Flood,19.3753,-65.8471,20.3,419.5,86.5,30.1,984.7,91.5,0.8,62.0,4
Blizzard,16.4555,0.4681,-4.5,0.8,99.1,47.7,1003.7,89.1,0.9,1793.9,11
Drought,-9.3261,65.1997,40.5,0.3,24.2,14.9,1013.9,6.0,0.6,355.2,3
Blizzard,-20.3209,68.8023,-22.3,8.3,84.4,66.5,996.7,69.2,0.6,824.8,5
Earthquake,5.1393,-49.2817,29.1,39.6,48.3,13.0,999.8,54.6,7.7,78.5,7
No Disaster,-1.7654,-7.2948,14.3,3.9,38.7,13.0,992.9,40.0,2.0,271.5,6
No Disaster,72.0542,-139.7164,24.1,7.0,55.8,13.4,1018.8,55.9,1.8,631.8,3
Tsunami,-73.5384,127.1564,24.2,4.4,66.0,5.5,996.9,45.2,9.3,9.2,9
No Disaster,-81.8233,-10.762,21.6,6.3,45.9,14.0,1018.6,33.1,0.3,508.9,3
Flood,1.8806,-51.0895,18.4,434.0,89.5,21.0,980.4,90.5,1.2,7.3,6
Wildfire,-25.5863,-34.0022,40.2,8.4,19.2,37.4,1007.5,2.1,1.4,959.3,7
Volcanic Eruption,-1.9624,-103.9506,6.4,3.5,55.2,30.3,998.3,63.7,5.1,3585.4,9
No Disaster,-25.3403,-98.5961,19.0,7.8,30.4,0.4,998.2,45.4,0.7,24.1,2
No Disaster,41.4275,16.4296,24.0,17.4,55.4,17.6,1003.6,45.8,0.8,740.1,3
Blizzard,-77.4544,-130.8239,-24.2,6.7,64.4,52.4,1009.4,97.9,0.6,1113.5,10
Heatwave,-21.2068,139.2742,45.6,1.2,16.1,13.3,1011.0,1.3,0.7,614.4,6
Volcanic Eruption,19.1965,31.5398,10.9,1.6,76.2,14.2,987.7,45.7,5.3,2305.8,5
Tsunami,35.2828,-86.1125,20.0,8.6,62.7,4.4,1000.0,26.4,8.8,12.8,12
No Disaster,81.959,1.0857,25.0,12.2,33.5,1.2,995.8,42.6,1.5,0.7,4
Landslide,66.7997,166.0013,13.3,360.1,82.7,23.7,988.3,72.1,4.9,1301.4,3
No Disaster,-38.3248,175.4941,18.2,9.5,59.3,4.5,1017.3,47.7,1.5,582.0,3
Earthquake,-35.2301,147.5466,21.9,35.8,70.5,10.5,1019.6,55.6,8.2,305.7,4
No Disaster,55.6384,112.2229,11.0,7.5,42.6,16.9,1005.1,44.7,1.1,127.2,7
No Disaster,-3.2203,-83.2592,18.5,16.7,38.8,1.4,1009.0,52.6,1.9,159.5,9
Hurricane,-36.2329,80.5617,34.3,195.8,99.5,133.6,936.7,53.1,0.4,34.3,6
No Disaster,46.7798,154.0858,17.3,19.9,42.8,9.6,1010.2,35.6,1.8,801.3,1
Hurricane,-81.4626,44.6206,29.7,201.7,92.6,202.3,946.4,78.4,0.7,22.2,7
No Disaster,-53.7451,-143.5699,16.8,5.5,52.2,6.2,1011.6,35.9,0.5,806.2,7
Earthquake,-80.0659,-32.5724,14.1,0.9,37.9,4.5,1004.7,60.4,7.5,1536.1,5
Wildfire,-10.1166,-123.4213,43.7,0.4,11.4,39.5,1018.7,9.8,1.5,372.5,8
No Disaster,76.0436,-6.3179,10.7,2.9,40.0,14.5,992.4,40.8,2.0,785.7,6
Landslide,-11.8747,-164.6471,13.7,173.0,98.8,5.1,976.8,99.2,4.1,2516.0,10
No Disaster,5.9149,-177.5327,16.1,11.1,45.4,8.1,1013.6,45.0,1.3,184.6,1
Drought,20.1748,168.9916,34.9,1.6,23.8,5.9,1004.0,10.1,1.1,300.5,9
Landslide,-66.3879,-124.2782,19.1,354.2,75.7,3.4,973.5,70.7,2.5,2885.4,12
No Disaster,-25.7008,124.6945,14.3,17.8,53.2,3.0,1011.6,55.0,0.3,457.3,9
No Disaster,-47.1703,80.564,19.7,8.0,51.7,2.0,1012.5,48.1,1.3,64.7,2
No Disaster,-1.058,-5.0895,14.8,0.2,42.7,8.0,1002.7,48.4,0.6,269.4,2
Tsunami,-23.0694,80.9925,24.6,14.0,60.5,6.3,990.2,66.2,7.7,9.0,1
Drought,84.0757,-125.64,30.8,3.1,6.1,7.3,1024.8,19.2,1.0,376.5,8
No Disaster,17.1424,-124.4114,15.7,6.9,48.4,1.6,993.1,48.3,1.3,339.9,7
Drought,-75.4736,-135.3667,35.2,1.0,27.1,22.5,1023.7,4.1,0.1,222.3,7
No Disaster,24.9204,179.3942,23.6,7.9,31.2,0.1,1009.3,57.5,0.9,874.3,5
Flood,-8.9733,58.3497,15.5,232.8,73.8,22.8,1006.2,85.7,2.4,4.0,8
No Disaster,-61.0371,-119.8869,15.6,16.4,52.8,0.2,990.3,32.3,0.9,888.9,9
Volcanic Eruption,-70.2813,-126.066,22.4,46.1,78.1,33.4,1012.1,72.6,8.8,3537.0,2
